LAT,LON,P,T
27.83026052,71.86873747,56.67840958,-66.62447739
27.83026052,65.97695391,45.83937645,-66.61450195
27.83026052,72.71042084,64.22010803,-66.56391144
27.83026052,70.60621242,51.61727905,-66.55197906
27.83026052,71.02705411,52.92967033,-66.49765015
27.83026052,65.13527054,46.80018616,-66.48489761
27.83026052,70.18537074,51.5454483,-66.3784256
27.83026052,69.76452906,49.67938805,-66.37725067
27.83026052,66.39779559,47.01786613,-66.15083313
27.83026052,73.13126253,69.05706406,-66.07118225
27.83026052,66.81863727,48.0902977,-65.94452667
27.83026052,73.55210421,76.15430832,-65.87736511
27.83026052,67.23947896,49.30307579,-65.73040009
27.83026052,67.66032064,50.94371605,-65.61684799
27.83026052,69.34368737,49.26791382,-65.50223541
27.83026052,73.97294589,84.64354706,-65.47753143
27.83026052,68.08116232,50.84318924,-65.3521843
27.83026052,76.49799599,141.1791306,-65.31298065
27.83026052,76.07715431,131.2407455,-65.29943848
27.83026052,68.50200401,50.07611275,-65.28371811
27.83026052,68.92284569,48.9414196,-65.2779007
27.83026052,76.91883768,145.8217697,-65.16632462
27.83026052,74.39378758,93.19506454,-65.03394699
27.83026052,74.81462926,103.2673035,-64.91774368
27.83026052,75.23547094,114.1823692,-64.8393631
27.83026052,75.65631263,123.3815842,-64.74920654
27.83026052,77.33967936,155.7889786,-64.6420784
27.83026052,77.76052104,162.7713318,-63.79837036
27.83026052,78.18136273,173.2900314,-63.3204937
27.83026052,78.60220441,175.9574814,-63.02173996
27.83026052,79.02304609,183.4930801,-62.97293854
27.83026052,79.86472946,189.6887665,-62.36346245
27.83026052,80.70641283,187.452301,-62.20797157
27.83026052,79.44388778,183.2924271,-62.19818306
27.83026052,80.28557114,189.0153809,-62.08500671
27.83026052,82.38977956,185.965538,-62.08342934
27.83026052,81.96893788,185.0733566,-62.07963562
27.83026052,81.12725451,185.6122742,-61.62906075
27.83026052,81.54809619,185.6002808,-61.57896996
27.83026052,82.81062124,191.0101624,-61.46739578
28.19098196,64.29358717,39.98771477,-67.56578445
28.19098196,62.18937876,47.55857277,-67.38050842
28.19098196,63.03106212,38.31920242,-67.35559845
28.19098196,63.87274549,38.10886574,-67.3539238
28.19098196,62.61022044,44.55428696,-67.33878708
28.19098196,63.45190381,36.70862579,-67.32632065
28.19098196,64.71442886,43.12746239,-67.30445862
28.19098196,70.18537074,42.83463669,-66.99596787
28.19098196,65.13527054,45.51368713,-66.95716476
28.19098196,69.76452906,42.1611557,-66.84893799
28.19098196,65.55611222,46.2585125,-66.59449005
28.19098196,69.34368737,40.65606499,-66.58679962
28.19098196,66.39779559,46.11186981,-66.53130722
28.19098196,70.60621242,41.53707695,-66.43821335
28.19098196,65.97695391,44.81589127,-66.43673325
28.19098196,67.23947896,47.60476875,-66.43037415
28.19098196,66.81863727,47.39349556,-66.38773346
28.19098196,68.92284569,40.59077454,-66.30414963
28.19098196,71.02705411,44.19687271,-66.22867203
28.19098196,67.66032064,46.94079781,-65.97253418
28.19098196,68.50200401,42.03002167,-65.93193436
28.19098196,71.44789579,45.98807716,-65.86074448
28.19098196,68.08116232,45.6407795,-65.68953323
28.19098196,74.81462926,92.14888763,-65.21609497
28.19098196,74.39378758,83.67856979,-65.21079636
28.19098196,71.86873747,49.08974266,-65.20005798
28.19098196,76.91883768,140.1008301,-65.09785843
28.19098196,77.33967936,147.9414063,-65.0409584
28.19098196,72.28957916,52.63194656,-64.97902298
28.19098196,73.55210421,69.45264435,-64.90987015
28.19098196,73.97294589,76.96881485,-64.8596344
28.19098196,72.71042084,57.35143471,-64.74095154
28.19098196,77.76052104,160.3441315,-64.68335342
28.19098196,73.13126253,62.68009567,-64.65854263
28.19098196,75.23547094,101.8453598,-64.55448914
28.19098196,76.49799599,133.3045044,-64.43128967
28.19098196,75.65631263,114.318924,-64.25370026
28.19098196,78.18136273,165.3275223,-64.10266876
28.19098196,76.07715431,124.8817596,-64.06378174
28.19098196,78.60220441,175.8220901,-63.72298431
28.19098196,79.02304609,177.9551697,-63.26381493
28.19098196,79.44388778,183.0610886,-62.97142029
28.19098196,79.86472946,180.3410797,-62.61870193
28.19098196,80.28557114,180.2068024,-62.35009193
28.19098196,82.38977956,190.6872864,-62.1091156
28.19098196,80.70641283,189.4424438,-62.09027672
28.19098196,81.12725451,189.9491577,-61.94682503
28.19098196,82.81062124,194.3665085,-61.87347984
28.19098196,81.96893788,190.6205673,-61.8255806
28.19098196,81.54809619,192.2606812,-61.43115425
28.55170341,64.71442886,42.21437263,-67.56593323
28.55170341,62.18937876,47.19823647,-67.5657196
28.55170341,68.92284569,33.96059418,-67.37207031
28.55170341,65.13527054,43.33511353,-67.36447144
28.55170341,69.34368737,33.78129196,-67.23368073
28.55170341,64.29358717,40.75127029,-67.08636475
28.55170341,68.50200401,34.60527229,-67.04376602
28.55170341,63.03106212,37.04865837,-66.97662354
28.55170341,65.97695391,44.22949409,-66.9713974
28.55170341,65.55611222,43.75860977,-66.92386627
28.55170341,69.76452906,36.10454178,-66.90707779
28.55170341,63.87274549,40.24461937,-66.88356018
28.55170341,62.61022044,41.56208229,-66.84048462
28.55170341,63.45190381,38.18634605,-66.81629562
28.55170341,66.39779559,42.95850945,-66.80318451
28.55170341,66.81863727,44.14994431,-66.7942276
28.55170341,67.23947896,42.79006577,-66.77767181
28.55170341,68.08116232,38.11369896,-66.40894318
28.55170341,67.66032064,40.78750992,-66.36723709
28.55170341,70.18537074,34.65988922,-66.3588295
28.55170341,70.60621242,36.94109726,-65.95452881
28.55170341,75.23547094,92.41627121,-65.3576355
28.55170341,74.39378758,76.77663422,-65.30986023
28.55170341,71.02705411,36.98266792,-65.25970459
28.55170341,71.44789579,39.93334198,-65.14577484
28.55170341,72.28957916,47.59475136,-65.14475632
28.55170341,71.86873747,43.94839287,-65.11338806
28.55170341,73.97294589,70.19928741,-65.11032867
28.55170341,72.71042084,52.3664341,-65.07686615
28.55170341,74.81462926,84.79210663,-65.06340027
28.55170341,75.65631263,102.6705475,-65.03051758
28.55170341,73.13126253,58.96475792,-64.8513298
28.55170341,77.76052104,150.1068649,-64.74376678
28.55170341,73.55210421,65.50666046,-64.73365021
28.55170341,78.18136273,160.5126038,-64.73014069
28.55170341,76.07715431,114.0109024,-64.71622849
28.55170341,78.60220441,168.3579407,-64.36597061
28.55170341,77.33967936,142.437088,-64.32091522
28.55170341,79.02304609,176.589859,-64.08534622
28.55170341,76.91883768,133.9024124,-63.9690876
28.55170341,76.49799599,127.1341362,-63.961483
28.55170341,79.44388778,177.9296112,-63.63348389
28.55170341,79.86472946,178.2623138,-63.34263802
28.55170341,80.28557114,178.6944962,-62.87528038
28.55170341,80.70641283,185.0051727,-62.42519379
28.55170341,81.12725451,187.7990799,-62.04008293
28.55170341,82.81062124,197.0011749,-62.03188705
28.55170341,82.38977956,194.3939896,-61.94023705
28.55170341,81.54809619,193.1124344,-61.60669518
28.55170341,81.96893788,194.0999603,-61.52032471
28.91242485,68.50200401,28.70573998,-67.75849152
28.91242485,63.45190381,38.40755463,-67.67996597
28.91242485,68.92284569,29.97105312,-67.5598793
28.91242485,62.18937876,45.50310898,-67.465065
28.91242485,69.34368737,29.28048325,-67.42829514
28.91242485,65.55611222,43.39774513,-67.40146255
28.91242485,65.13527054,42.58157158,-67.39311218
28.91242485,64.71442886,41.4862442,-67.29607391
28.91242485,68.08116232,31.35247231,-67.28588486
28.91242485,65.97695391,42.43118286,-67.24199295
28.91242485,63.03106212,37.05841255,-67.12772751
28.91242485,63.87274549,37.13747025,-67.00443649
28.91242485,62.61022044,40.6887722,-66.90588379
28.91242485,69.76452906,27.63015175,-66.85866547
28.91242485,64.29358717,39.99620247,-66.85433578
28.91242485,66.39779559,41.28717995,-66.83102417
28.91242485,67.66032064,35.1428299,-66.80096054
28.91242485,66.81863727,40.03546524,-66.78731537
28.91242485,67.23947896,38.8875618,-66.43307495
28.91242485,72.71042084,45.26394463,-65.71918106
28.91242485,72.28957916,40.12044144,-65.55030441
28.91242485,73.13126253,52.33205414,-65.54807663
28.91242485,73.55210421,60.80698586,-65.47478485
28.91242485,70.18537074,27.42051315,-65.42163849
28.91242485,74.81462926,79.13970947,-65.3249054
28.91242485,73.97294589,67.13963318,-65.27190018
28.91242485,74.39378758,74.56687927,-65.26966095
28.91242485,71.86873747,34.48765945,-65.06923676
28.91242485,75.23547094,85.79816818,-65.06498718
28.91242485,71.02705411,28.11243153,-65.03326035
28.91242485,71.44789579,30.36773682,-64.98511887
28.91242485,75.65631263,93.72195053,-64.94946289
28.91242485,76.07715431,104.5847015,-64.94423294
28.91242485,70.60621242,27.2352581,-64.93869019
28.91242485,76.49799599,115.0555305,-64.87428665
28.91242485,78.60220441,161.3021774,-64.7947464
28.91242485,79.02304609,171.3283844,-64.69150162
28.91242485,78.18136273,151.6594467,-64.61886597
28.91242485,79.44388778,177.4872284,-64.27755356
28.91242485,76.91883768,127.4711533,-64.26116943
28.91242485,77.76052104,142.9130173,-64.02942276
28.91242485,79.86472946,176.6055222,-63.9198494
28.91242485,77.33967936,135.9728088,-63.81229782
28.91242485,80.28557114,175.8451233,-63.37500763
28.91242485,80.70641283,181.758522,-62.99888611
28.91242485,81.12725451,186.033432,-62.3015728
28.91242485,81.54809619,188.6001816,-61.89215469
28.91242485,82.81062124,199.2140503,-61.80917549
28.91242485,81.96893788,194.0912628,-61.54687691
28.91242485,82.38977956,195.1395569,-61.43562317
29.27314629,68.08116232,24.63005257,-68.20093918
29.27314629,68.50200401,23.64794827,-68.15808868
29.27314629,68.92284569,21.11108589,-67.97541809
29.27314629,63.45190381,37.98263931,-67.69338608
29.27314629,67.66032064,29.27209568,-67.59077454
29.27314629,63.87274549,36.73110199,-67.57984543
29.27314629,65.13527054,41.04268074,-67.55393982
29.27314629,65.55611222,42.88251114,-67.53776169
29.27314629,62.18937876,43.65750694,-67.52455521
29.27314629,71.44789579,14.78357935,-67.36578751
29.27314629,62.61022044,41.14808273,-67.29618835
29.27314629,64.71442886,40.95093155,-67.21802521
29.27314629,63.03106212,38.91228294,-67.12129974
29.27314629,71.86873747,20.22344208,-67.0767746
29.27314629,65.97695391,40.7331028,-67.01332474
29.27314629,66.81863727,37.01859474,-66.97894669
29.27314629,67.23947896,33.94306946,-66.91407394
29.27314629,64.29358717,38.69606781,-66.88942719
29.27314629,66.39779559,38.36162949,-66.80568695
29.27314629,72.28957916,25.65501976,-66.69740295
29.27314629,71.02705411,12.4631958,-66.68518448
29.27314629,69.34368737,18.35714626,-66.54246521
29.27314629,72.71042084,34.83730507,-66.20743942
29.27314629,70.60621242,12.67235136,-65.88352585
29.27314629,73.13126253,41.63497925,-65.6176796
29.27314629,69.76452906,13.94394684,-65.52571487
29.27314629,70.18537074,13.38890314,-65.50288773
29.27314629,73.55210421,49.28011513,-65.46014023
29.27314629,75.23547094,81.39914322,-65.40540314
29.27314629,74.81462926,76.36897659,-65.36765289
29.27314629,75.65631263,89.11150742,-65.34886169
29.27314629,73.97294589,57.89596367,-65.18531418
29.27314629,74.39378758,66.90803146,-65.16109085
29.27314629,76.07715431,96.43202972,-65.12186432
29.27314629,79.02304609,162.1781387,-64.99529266
29.27314629,76.49799599,105.1735077,-64.94237518
29.27314629,79.44388778,173.925415,-64.76177216
29.27314629,76.91883768,115.7758522,-64.71590042
29.27314629,78.60220441,153.4134979,-64.44501495
29.27314629,78.18136273,145.3858948,-64.33060837
29.27314629,77.33967936,127.420166,-64.31135941
29.27314629,77.76052104,137.0797119,-64.25977325
29.27314629,79.86472946,177.4081726,-64.2212944
29.27314629,80.28557114,179.107399,-63.87277794
29.27314629,80.70641283,179.8316269,-63.34475708
29.27314629,81.12725451,184.0768127,-62.87025452
29.27314629,81.54809619,187.6165237,-62.32927895
29.27314629,82.81062124,199.5500488,-61.56288338
29.27314629,81.96893788,191.7648315,-61.53602219
29.27314629,82.38977956,196.4080582,-61.32196426
29.63386774,71.02705411,-7.092293262,-68.46277237
29.63386774,70.60621242,-5.361515999,-68.3923912
29.63386774,68.08116232,19.31902599,-68.3119812
29.63386774,68.50200401,15.7536149,-68.23516846
29.63386774,71.44789579,-5.996217251,-68.15758514
29.63386774,67.66032064,23.3211813,-67.81549454
29.63386774,71.86873747,-0.442837417,-67.63544464
29.63386774,65.55611222,40.43001938,-67.6341095
29.63386774,65.13527054,40.71959686,-67.61004639
29.63386774,70.18537074,-2.366887927,-67.50696945
29.63386774,62.18937876,45.67958832,-67.39303207
29.63386774,72.28957916,5.270729303,-67.38933182
29.63386774,67.23947896,27.78354836,-67.2096138
29.63386774,63.87274549,38.9877491,-67.18807983
29.63386774,63.45190381,36.3474369,-67.1187439
29.63386774,64.71442886,40.97169495,-67.11021042
29.63386774,65.97695391,37.81411552,-67.07671356
29.63386774,62.61022044,43.10732079,-67.06394577
29.63386774,66.81863727,33.98220062,-67.02106857
29.63386774,64.29358717,39.52995491,-67.01283264
29.63386774,66.39779559,35.25980568,-66.99909973
29.63386774,63.03106212,40.75707817,-66.99092865
29.63386774,72.71042084,15.30436707,-66.93204117
29.63386774,69.76452906,0.611548811,-66.752285
29.63386774,68.92284569,12.90087032,-66.63863373
29.63386774,73.13126253,27.27698708,-66.54953766
29.63386774,69.34368737,6.318587065,-66.32252121
29.63386774,73.55210421,38.68570518,-66.15589523
29.63386774,76.07715431,91.15898132,-65.49056625
29.63386774,75.65631263,84.9191246,-65.4585228
29.63386774,75.23547094,75.52018356,-65.38837433
29.63386774,73.97294589,51.77319145,-65.38706207
29.63386774,76.49799599,98.05252075,-65.20085907
29.63386774,74.39378758,60.01586342,-65.17266083
29.63386774,79.44388778,165.7776031,-65.02900696
29.63386774,76.91883768,106.6782875,-64.86736679
29.63386774,74.81462926,66.36918259,-64.81946945
29.63386774,79.02304609,156.549202,-64.63230896
29.63386774,77.33967936,117.1129532,-64.58859253
29.63386774,77.76052104,130.3183899,-64.48661804
29.63386774,79.86472946,178.0567474,-64.33336258
29.63386774,78.60220441,147.8754196,-64.2413826
29.63386774,78.18136273,140.8483353,-64.17378998
29.63386774,80.28557114,182.1164627,-64.00245667
29.63386774,80.70641283,180.6701965,-63.46766472
29.63386774,81.12725451,181.0507507,-63.28728485
29.63386774,81.54809619,183.5419388,-62.64701843
29.63386774,81.96893788,187.5358658,-62.26594353
29.63386774,82.81062124,199.92099,-61.64552689
29.63386774,82.38977956,195.7893906,-61.32502556
29.99458918,70.60621242,-28.78887653,-69.17051315
29.99458918,70.18537074,-22.77815914,-69.13386154
29.99458918,69.76452906,-16.80522537,-68.25566864
29.99458918,68.08116232,12.45453978,-68.23620605
29.99458918,67.66032064,18.13714409,-68.19457245
29.99458918,65.13527054,39.06302452,-68.08603287
29.99458918,71.02705411,-28.93309593,-68.02097702
29.99458918,67.23947896,23.57220936,-67.80508041
29.99458918,64.71442886,39.50786018,-67.74500656
29.99458918,69.34368737,-5.891705036,-67.7276001
29.99458918,65.55611222,37.96092415,-67.62805939
29.99458918,62.18937876,47.05848694,-67.55602264
29.99458918,71.44789579,-26.88812256,-67.48722076
29.99458918,73.13126253,13.43251228,-67.41591263
29.99458918,66.81863727,30.55880547,-67.35096359
29.99458918,65.97695391,35.22094154,-67.24163055
29.99458918,63.03106212,40.21041298,-67.18795013
29.99458918,66.39779559,33.34267616,-67.18408203
29.99458918,62.61022044,43.77358437,-67.17217255
29.99458918,72.71042084,0.019470833,-67.16517258
29.99458918,64.29358717,41.0363102,-67.1202774
29.99458918,68.92284569,-0.1497293,-67.11298752
29.99458918,68.50200401,7.139762878,-67.07184601
29.99458918,63.87274549,39.44450188,-67.04370499
29.99458918,72.28957916,-11.33067226,-67.04232788
29.99458918,71.86873747,-21.05851078,-67.03655624
29.99458918,63.45190381,35.37461281,-66.92060852
29.99458918,73.55210421,27.49365425,-66.85131836
29.99458918,73.97294589,40.0747242,-66.16228485
29.99458918,76.49799599,94.9268837,-65.62928772
29.99458918,76.07715431,86.3924942,-65.62597656
29.99458918,75.65631263,78.06229401,-65.62454605
29.99458918,74.39378758,51.92443085,-65.55813217
29.99458918,74.81462926,61.93732643,-65.33354568
29.99458918,76.91883768,104.2430687,-65.26140213
29.99458918,75.23547094,70.25128937,-64.96368027
29.99458918,79.86472946,169.2689056,-64.96036148
29.99458918,79.44388778,159.5126877,-64.84204102
29.99458918,77.33967936,112.179924,-64.76470566
29.99458918,78.18136273,133.0177765,-64.69297028
29.99458918,77.76052104,119.1169853,-64.68486023
29.99458918,78.60220441,142.9254761,-64.62595749
29.99458918,80.28557114,182.2426758,-64.39632034
29.99458918,79.02304609,150.7374725,-64.3025322
29.99458918,80.70641283,182.2255402,-63.81149673
29.99458918,81.12725451,183.9099731,-63.42721748
29.99458918,81.54809619,186.6774597,-63.19306564
29.99458918,81.96893788,186.0520172,-62.56744957
29.99458918,82.38977956,197.6892471,-61.88846207
29.99458918,82.81062124,197.7014084,-61.65726089
30.35531062,69.76452906,-39.51418877,-69.19630814
30.35531062,69.34368737,-27.65308666,-68.9454422
30.35531062,70.18537074,-49.04089355,-68.68685913
30.35531062,70.60621242,-55.44717789,-68.40672302
30.35531062,71.02705411,-56.08081627,-68.28505707
30.35531062,65.13527054,37.39068985,-68.25059509
30.35531062,67.23947896,19.51377964,-68.17050171
30.35531062,67.66032064,14.03624392,-68.12172699
30.35531062,68.08116232,5.099289179,-68.01641464
30.35531062,71.44789579,-51.3022995,-67.98122025
30.35531062,68.92284569,-12.1149683,-67.93270493
30.35531062,65.55611222,35.60619354,-67.90499496
30.35531062,64.71442886,38.71811676,-67.88216019
30.35531062,71.86873747,-43.40459442,-67.82712555
30.35531062,62.18937876,47.36422157,-67.75721359
30.35531062,66.81863727,27.21191311,-67.74443436
30.35531062,64.29358717,41.13108253,-67.62514496
30.35531062,72.28957916,-32.75655365,-67.40325165
30.35531062,66.39779559,32.0216198,-67.38061523
30.35531062,68.50200401,-3.464454532,-67.36955643
30.35531062,65.97695391,33.23146629,-67.32420731
30.35531062,62.61022044,43.82258797,-67.16098404
30.35531062,63.87274549,38.99200058,-67.03590393
30.35531062,63.45190381,36.89320183,-66.9358902
30.35531062,72.71042084,-19.48683262,-66.85886002
30.35531062,63.03106212,40.34024811,-66.84788513
30.35531062,73.55210421,12.43365955,-66.76860809
30.35531062,73.13126253,-2.6584903,-66.54689026
30.35531062,73.97294589,28.9668026,-65.82603455
30.35531062,76.49799599,91.51052475,-65.82579041
30.35531062,76.07715431,82.90827179,-65.73666763
30.35531062,76.91883768,101.6462746,-65.64632034
30.35531062,74.39378758,43.65508842,-65.43471527
30.35531062,79.86472946,164.953064,-65.32622528
30.35531062,77.33967936,109.2936592,-65.22758865
30.35531062,80.28557114,175.8918686,-65.10085297
30.35531062,74.81462926,56.74626541,-65.00101089
30.35531062,75.23547094,65.75634384,-64.98927307
30.35531062,77.76052104,115.6998367,-64.88219452
30.35531062,78.60220441,137.1788177,-64.87943268
30.35531062,75.65631263,75.98810196,-64.83806992
30.35531062,78.18136273,125.75737,-64.83136368
30.35531062,79.44388778,155.5383453,-64.63706589
30.35531062,79.02304609,147.4415054,-64.62901688
30.35531062,80.70641283,185.3902206,-64.35355377
30.35531062,81.12725451,184.6730118,-63.639328
30.35531062,81.54809619,189.8534393,-63.44191742
30.35531062,81.96893788,189.6939087,-63.17554092
30.35531062,82.38977956,194.0124207,-62.24524879
30.35531062,82.81062124,198.7113342,-61.77620316
30.71603206,69.76452906,-65.47637177,-69.13063812
30.71603206,69.34368737,-45.03980446,-69.07089615
30.71603206,68.92284569,-28.51306152,-68.99800491
30.71603206,70.60621242,-91.10608673,-68.67687988
30.71603206,67.66032064,8.705570221,-68.44671249
30.71603206,70.18537074,-83.89821625,-68.43223572
30.71603206,67.23947896,15.83183718,-68.31137466
30.71603206,66.81863727,21.34590912,-68.22034073
30.71603206,65.13527054,36.37994003,-68.18052673
30.71603206,68.50200401,-14.18882322,-68.17999268
30.71603206,68.08116232,-2.016608119,-68.04708099
30.71603206,64.71442886,37.78718758,-68.04693985
30.71603206,71.02705411,-99.31409836,-67.97956085
30.71603206,64.29358717,40.20698547,-67.97911453
30.71603206,62.18937876,47.70428848,-67.88546753
30.71603206,72.28957916,-55.27165413,-67.85454559
30.71603206,65.55611222,33.3268013,-67.78351974
30.71603206,63.87274549,38.99995613,-67.68749619
30.71603206,62.61022044,44.28474998,-67.67284012
30.71603206,72.71042084,-37.85035515,-67.64179993
30.71603206,65.97695391,31.46816444,-67.60379791
30.71603206,66.39779559,29.38140678,-67.5930748
30.71603206,71.44789579,-88.95429993,-67.49494553
30.71603206,63.45190381,35.62586784,-67.46806717
30.71603206,73.13126253,-18.97120094,-67.32181549
30.71603206,71.86873747,-73.14588928,-67.2972641
30.71603206,63.03106212,41.13354683,-67.27832413
30.71603206,73.55210421,-2.218073249,-66.1636467
30.71603206,73.97294589,18.21705532,-66.13159943
30.71603206,76.91883768,98.37198639,-65.7930603
30.71603206,76.49799599,89.76912689,-65.64030457
30.71603206,77.33967936,107.6447983,-65.48355865
30.71603206,80.28557114,169.3544159,-65.48122406
30.71603206,77.76052104,115.7750626,-65.24260712
30.71603206,79.02304609,143.2363129,-65.22130966
30.71603206,76.07715431,82.35621262,-65.2203598
30.71603206,79.86472946,161.509819,-65.15806198
30.71603206,74.39378758,33.2135849,-65.13780212
30.71603206,78.60220441,134.1758041,-65.08095551
30.71603206,80.70641283,183.709259,-65.05636597
30.71603206,75.65631263,72.99596405,-64.97098923
30.71603206,79.44388778,150.1544647,-64.87864685
30.71603206,75.23547094,62.21535873,-64.84086609
30.71603206,78.18136273,123.6113014,-64.81385803
30.71603206,74.81462926,48.30334663,-64.70826721
30.71603206,81.12725451,186.734581,-63.96958923
30.71603206,81.54809619,189.0593185,-63.62442398
30.71603206,81.96893788,197.6266251,-63.47042847
30.71603206,82.38977956,196.82901,-62.82201386
30.71603206,82.81062124,201.0156326,-62.13526917
31.07675351,68.92284569,-44.50919724,-69.21177292
31.07675351,69.34368737,-68.95886993,-68.77405548
31.07675351,68.50200401,-24.51537704,-68.71150208
31.07675351,67.66032064,0.740273833,-68.61084747
31.07675351,70.18537074,-121.4612007,-68.59010315
31.07675351,66.81863727,18.14459705,-68.46845627
31.07675351,67.23947896,10.03123522,-68.43091965
31.07675351,69.76452906,-98.58221054,-68.42507172
31.07675351,68.08116232,-12.80684757,-68.42481995
31.07675351,64.71442886,37.13452721,-68.25586319
31.07675351,65.13527054,34.70613098,-68.20314026
31.07675351,63.45190381,38.80951691,-68.11455917
31.07675351,63.87274549,39.1290226,-68.00284958
31.07675351,64.29358717,39.99590111,-67.9910202
31.07675351,62.18937876,48.31155205,-67.94556808
31.07675351,65.97695391,28.83945751,-67.86723328
31.07675351,66.39779559,25.29899406,-67.84316635
31.07675351,62.61022044,45.33926773,-67.7919693
31.07675351,63.03106212,42.80614281,-67.76600266
31.07675351,65.55611222,31.03387165,-67.74962997
31.07675351,73.13126253,-36.56738472,-67.4207077
31.07675351,70.60621242,-145.7529297,-67.33189774
31.07675351,73.55210421,-15.5098505,-67.1336441
31.07675351,72.71042084,-62.24885178,-66.73521042
31.07675351,71.02705411,-147.6822357,-66.57061386
31.07675351,71.44789579,-138.7486191,-66.52404785
31.07675351,73.97294589,3.117029428,-66.43650436
31.07675351,71.86873747,-121.8425064,-66.31229401
31.07675351,74.39378758,24.38686371,-66.23858643
31.07675351,72.28957916,-94.02325821,-65.81724548
31.07675351,77.33967936,105.5898781,-65.77141571
31.07675351,76.91883768,97.08059692,-65.74284363
31.07675351,79.02304609,140.7719955,-65.48659515
31.07675351,80.28557114,166.4476776,-65.45142365
31.07675351,76.49799599,89.43900681,-65.4026413
31.07675351,80.70641283,177.0179825,-65.37252045
31.07675351,77.76052104,114.2421188,-65.31917191
31.07675351,78.18136273,122.7540016,-65.17510223
31.07675351,78.60220441,130.2129745,-65.14788055
31.07675351,79.86472946,157.5090103,-65.13986206
31.07675351,79.44388778,144.9061432,-65.00540161
31.07675351,75.65631263,70.42161179,-64.94085693
31.07675351,76.07715431,79.63051987,-64.88896561
31.07675351,74.81462926,41.2063942,-64.74108887
31.07675351,81.12725451,186.9742126,-64.56762695
31.07675351,75.23547094,56.62365913,-64.53964996
31.07675351,81.54809619,189.8774414,-63.86380386
31.07675351,81.96893788,193.6302261,-63.54133224
31.07675351,82.38977956,198.3141937,-63.36638641
31.07675351,82.81062124,200.0069427,-62.40241241
31.43747495,68.50200401,-36.80647087,-69.03985977
31.43747495,68.92284569,-61.09427452,-68.94402695
31.43747495,67.66032064,-4.068537712,-68.8451767
31.43747495,66.81863727,15.4496069,-68.63735199
31.43747495,69.34368737,-95.59272003,-68.534832
31.43747495,71.02705411,-229.1332245,-68.51608276
31.43747495,67.23947896,4.326198578,-68.50987244
31.43747495,68.08116232,-19.66375446,-68.43813324
31.43747495,64.71442886,36.68234634,-68.37441635
31.43747495,62.18937876,48.53447151,-68.02791214
31.43747495,63.45190381,37.87446976,-68.01734543
31.43747495,63.03106212,43.81518936,-68.00882339
31.43747495,65.97695391,28.28028488,-67.99700546
31.43747495,66.39779559,21.98886776,-67.97686386
31.43747495,65.13527054,34.42158318,-67.97596359
31.43747495,62.61022044,45.32266235,-67.97052002
31.43747495,69.76452906,-138.2641678,-67.91877747
31.43747495,63.87274549,37.66578102,-67.84831619
31.43747495,64.29358717,38.40573311,-67.82161331
31.43747495,65.55611222,31.40882587,-67.76154327
31.43747495,70.18537074,-188.1121902,-67.66926575
31.43747495,71.44789579,-218.9883041,-67.40424347
31.43747495,70.60621242,-208.0218811,-67.37640381
31.43747495,73.55210421,-29.54279423,-66.79330063
31.43747495,73.97294589,-4.427355766,-66.50006866
31.43747495,73.13126253,-62.76778984,-66.39580917
31.43747495,74.39378758,15.57652712,-66.29131317
31.43747495,74.81462926,34.96434784,-66.16611099
31.43747495,77.33967936,104.1303673,-65.91482162
31.43747495,79.02304609,136.8504715,-65.64926529
31.43747495,78.18136273,121.6338501,-65.6068306
31.43747495,77.76052104,113.0584373,-65.60317612
31.43747495,76.91883768,96.92299271,-65.54780579
31.43747495,80.70641283,172.72229,-65.51770401
31.43747495,79.44388778,142.9736938,-65.47953796
31.43747495,79.86472946,152.0255127,-65.2613945
31.43747495,80.28557114,162.5761032,-65.26061249
31.43747495,78.60220441,126.3034096,-65.251194
31.43747495,72.71042084,-106.3309402,-65.24910736
31.43747495,75.65631263,67.81536484,-65.12615204
31.43747495,76.07715431,79.19122696,-65.07629013
31.43747495,76.49799599,87.67949295,-65.01523972
31.43747495,72.28957916,-148.0326614,-64.85144806
31.43747495,71.86873747,-185.2258682,-64.85070038
31.43747495,81.12725451,180.8285217,-64.84778214
31.43747495,75.23547094,52.84337807,-64.77833176
31.43747495,81.54809619,191.8054199,-64.07526398
31.43747495,81.96893788,192.813118,-63.9811821
31.43747495,82.38977956,195.7023163,-63.41460419
31.43747495,82.81062124,201.7943954,-62.77976227
31.79819639,67.66032064,-11.16182804,-69.07148743
31.79819639,68.50200401,-46.24294853,-68.91122055
31.79819639,66.81863727,12.88977718,-68.79429245
31.79819639,68.92284569,-81.06232452,-68.51100159
31.79819639,67.23947896,0.55592075,-68.50000381
31.79819639,63.45190381,37.45054626,-68.48423386
31.79819639,68.08116232,-24.29625511,-68.36673737
31.79819639,64.71442886,35.84596443,-68.32735825
31.79819639,63.03106212,44.5455761,-68.29465866
31.79819639,62.18937876,49.32507706,-68.28874969
31.79819639,69.34368737,-126.2249947,-68.08008194
31.79819639,65.97695391,26.89635468,-68.01150894
31.79819639,62.61022044,46.75749207,-67.98263931
31.79819639,63.87274549,35.81830978,-67.97479248
31.79819639,73.55210421,-47.99847603,-67.95897293
31.79819639,66.39779559,21.54282093,-67.89348602
31.79819639,64.29358717,37.71655273,-67.89023972
